timestamp,vibration,temperature,score,status
2025-12-05 18:58:21,26.89,56.82,-0.05528472943131246,ANOMALY
2025-12-05 18:58:22,37.77,60.09,-0.05528472943131246,ANOMALY
2025-12-05 18:58:22,36.16,59.21,-0.05528472943131246,ANOMALY
2025-12-05 18:58:23,28.24,60.24,-0.05528472943131246,ANOMALY
2025-12-05 18:58:23,32.3,60.41,-0.05528472943131246,ANOMALY
2025-12-05 18:58:24,10.8,45.58,0.16026760188713612,NORMAL
2025-12-05 18:58:24,36.4,64.64,-0.05528472943131246,ANOMALY
2025-12-05 18:58:25,11.13,45.86,0.11031609377705698,NORMAL
2025-12-05 18:58:25,34.29,62.69,-0.05528472943131246,ANOMALY
2025-12-05 18:58:26,11.28,45.72,0.1416032533301138,NORMAL
2025-12-05 18:58:26,40.28,55.9,-0.05528472943131246,ANOMALY
2025-12-05 18:58:27,34.41,65.92,-0.05528472943131246,ANOMALY
2025-12-05 18:58:27,36.58,59.07,-0.05528472943131246,ANOMALY
2025-12-05 18:58:28,33.82,62.11,-0.05528472943131246,ANOMALY
2025-12-05 18:58:28,34.71,59.23,-0.05528472943131246,ANOMALY
2025-12-05 18:58:29,12.38,46.41,-0.03355402507617988,ANOMALY
2025-12-05 18:58:29,28.23,56.37,-0.05528472943131246,ANOMALY
2025-12-05 18:58:30,11.63,46.41,-0.014666021947245977,ANOMALY
2025-12-05 18:58:30,12.39,46.62,-0.04299765376928033,ANOMALY
2025-12-05 18:58:31,36.28,61.79,-0.05528472943131246,ANOMALY
2025-12-05 18:58:31,29.66,60.68,-0.05528472943131246,ANOMALY
2025-12-05 18:58:32,36.21,58.76,-0.05528472943131246,ANOMALY
2025-12-05 18:58:32,11.85,46.85,-0.031197284324888552,ANOMALY
2025-12-05 18:58:33,11.23,46.9,-0.02382195747078064,ANOMALY
2025-12-05 18:58:33,28.62,61.01,-0.05528472943131246,ANOMALY
2025-12-05 18:58:34,35.04,61.82,-0.05528472943131246,ANOMALY
2025-12-05 18:58:34,34.54,56.87,-0.05528472943131246,ANOMALY
2025-12-05 18:58:35,39.07,61.83,-0.05528472943131246,ANOMALY
2025-12-05 18:58:35,38.44,58.98,-0.05528472943131246,ANOMALY
2025-12-05 18:58:36,40.96,57.04,-0.05528472943131246,ANOMALY
2025-12-05 18:58:36,28.22,63.12,-0.05528472943131246,ANOMALY
2025-12-05 18:58:37,10.17,46.98,-0.02494693248310642,ANOMALY
2025-12-05 18:58:37,9.7,47.03,-0.020987708000019256,ANOMALY
2025-12-05 18:58:38,35.75,64.82,-0.05528472943131246,ANOMALY
2025-12-05 18:58:38,27.85,67.05,-0.05528472943131246,ANOMALY
2025-12-05 18:58:39,31.7,63.85,-0.05528472943131246,ANOMALY
2025-12-05 18:58:39,8.68,46.77,-0.022819645446431336,ANOMALY
2025-12-05 18:58:40,8.45,47.11,-0.022970657509959413,ANOMALY
2025-12-05 18:58:40,25.69,63.0,-0.05528472943131246,ANOMALY
2025-12-05 18:58:41,9.04,46.9,-0.02777007614922855,ANOMALY
2025-12-05 18:58:41,25.91,64.92,-0.05528472943131246,ANOMALY
2025-12-05 18:58:42,36.12,59.59,-0.05528472943131246,ANOMALY
2025-12-05 18:58:42,31.67,64.69,-0.05528472943131246,ANOMALY
2025-12-05 18:58:43,8.45,46.61,-0.021435856729365432,ANOMALY
2025-12-05 18:58:43,8.15,46.7,-0.021563653373150138,ANOMALY
2025-12-05 18:58:44,37.91,64.59,-0.05528472943131246,ANOMALY
2025-12-05 18:58:44,8.15,46.51,-0.017886562601637568,ANOMALY
2025-12-05 18:58:45,25.68,66.43,-0.05528472943131246,ANOMALY
2025-12-05 18:58:45,32.06,60.19,-0.05528472943131246,ANOMALY
2025-12-05 18:58:46,29.89,60.46,-0.05528472943131246,ANOMALY
2025-12-05 18:58:46,31.58,59.22,-0.05528472943131246,ANOMALY
2025-12-05 18:58:47,23.35,64.92,-0.05528472943131246,ANOMALY
2025-12-05 18:58:47,7.88,46.22,0.002524424870195774,WARNING
2025-12-05 18:58:48,31.11,65.09,-0.05528472943131246,ANOMALY
2025-12-05 18:58:48,35.86,59.05,-0.05528472943131246,ANOMALY
2025-12-05 18:58:49,9.05,45.6,0.1444197290359419,NORMAL
2025-12-05 18:58:49,9.05,45.56,0.15260918432164572,NORMAL
2025-12-05 18:58:50,23.71,58.48,-0.05528472943131246,ANOMALY
2025-12-05 18:58:50,36.2,59.3,-0.05528472943131246,ANOMALY
2025-12-05 18:58:51,9.66,45.4,0.1808655663784512,NORMAL
2025-12-05 18:58:51,31.74,57.47,-0.05528472943131246,ANOMALY
2025-12-05 18:58:52,9.65,45.32,0.18975148168214467,NORMAL
2025-12-05 18:58:52,34.44,54.89,-0.05528472943131246,ANOMALY
2025-12-05 18:58:53,27.49,61.07,-0.05528472943131246,ANOMALY
2025-12-05 18:58:54,39.53,62.95,-0.05528472943131246,ANOMALY
2025-12-05 18:58:54,10.82,44.63,0.1943548542885129,NORMAL
2025-12-05 18:58:55,10.59,44.85,0.2065336801717883,NORMAL
2025-12-05 18:58:55,27.24,56.4,-0.05528472943131246,ANOMALY
2025-12-05 18:58:56,11.28,44.59,0.19575070647481996,NORMAL
2025-12-05 18:58:56,35.55,61.4,-0.05528472943131246,ANOMALY
2025-12-05 18:58:57,11.71,44.11,0.10675700789717935,NORMAL
2025-12-05 18:58:57,33.85,60.08,-0.05528472943131246,ANOMALY
2025-12-05 18:58:58,26.31,63.31,-0.05528472943131246,ANOMALY
2025-12-05 18:58:58,11.89,44.0,0.061014680016746925,WARNING
2025-12-05 18:58:59,11.41,44.13,0.12157217640489848,NORMAL
2025-12-05 18:58:59,12.33,43.93,0.0007281397350259455,WARNING
2025-12-05 18:59:00,12.36,43.73,-0.03905870375138887,ANOMALY
2025-12-05 18:59:00,11.95,43.64,-0.01708476050362251,ANOMALY
2025-12-05 18:59:01,28.2,62.52,-0.05528472943131246,ANOMALY
2025-12-05 18:59:01,12.38,43.63,-0.054450824392209385,ANOMALY
2025-12-05 18:59:02,31.26,55.49,-0.05528472943131246,ANOMALY
2025-12-05 18:59:02,11.45,43.5,-0.018200668176543866,ANOMALY
2025-12-05 18:59:03,11.82,43.3,-0.025967142207150684,ANOMALY
2025-12-05 18:59:03,32.58,63.24,-0.05528472943131246,ANOMALY
2025-12-05 18:59:04,33.6,62.37,-0.05528472943131246,ANOMALY
2025-12-05 18:59:04,11.86,43.03,-0.026957959353464567,ANOMALY
2025-12-05 18:59:05,11.7,43.11,-0.025572403629513296,ANOMALY
2025-12-05 18:59:05,11.41,43.15,-0.020300570544029894,ANOMALY
2025-12-05 18:59:06,27.8,53.12,-0.05528472943131246,ANOMALY
2025-12-05 18:59:06,39.43,61.99,-0.05528472943131246,ANOMALY
2025-12-05 18:59:07,39.74,57.86,-0.05528472943131246,ANOMALY
2025-12-05 18:59:07,41.04,63.11,-0.05528472943131246,ANOMALY
2025-12-05 18:59:08,29.64,61.92,-0.05528472943131246,ANOMALY
2025-12-05 18:59:08,10.17,43.11,-0.014203403512019874,ANOMALY
2025-12-05 18:59:09,10.2,43.04,-0.012837085951977523,ANOMALY
2025-12-05 18:59:09,34.89,56.93,-0.05528472943131246,ANOMALY
2025-12-05 18:59:10,10.0,42.99,-0.0047584386393505484,ANOMALY
2025-12-05 18:59:10,26.05,57.82,-0.05528472943131246,ANOMALY
2025-12-05 18:59:11,28.99,55.9,-0.05528472943131246,ANOMALY
2025-12-05 18:59:11,9.33,43.21,-0.0013973169804226693,ANOMALY
2025-12-05 18:59:12,35.49,56.15,-0.05528472943131246,ANOMALY
2025-12-05 18:59:12,8.36,43.22,-0.01430108905035421,ANOMALY
2025-12-05 18:59:13,8.6,43.15,-0.01807151225727266,ANOMALY
2025-12-05 18:59:13,29.23,54.17,-0.05528472943131246,ANOMALY
2025-12-05 18:59:14,26.1,54.25,-0.05528472943131246,ANOMALY
2025-12-05 18:59:14,8.57,43.22,-0.016922177838069374,ANOMALY
2025-12-05 18:59:15,26.17,58.48,-0.05528472943131246,ANOMALY
2025-12-05 18:59:15,8.34,43.49,-0.011436308236379422,ANOMALY
2025-12-05 18:59:16,8.43,43.54,-0.012566843335913624,ANOMALY
2025-12-05 18:59:16,35.81,58.45,-0.05528472943131246,ANOMALY
2025-12-05 18:59:17,27.05,54.52,-0.05528472943131246,ANOMALY
2025-12-05 18:59:17,7.98,43.59,-0.014583948392008383,ANOMALY
2025-12-05 18:59:18,34.71,53.79,-0.05528472943131246,ANOMALY
2025-12-05 18:59:18,8.56,43.9,0.05435595654023406,WARNING
2025-12-05 18:59:19,8.29,43.97,0.06988097869668086,WARNING
2025-12-05 18:59:19,8.3,43.8,0.026999331234840662,WARNING
2025-12-05 18:59:20,36.4,61.94,-0.05528472943131246,ANOMALY
2025-12-05 18:59:20,8.92,44.11,0.09792097598878446,WARNING
2025-12-05 18:59:21,8.21,44.35,0.14795843861591684,NORMAL
2025-12-05 18:59:21,33.35,55.44,-0.05528472943131246,ANOMALY
2025-12-05 18:59:22,8.9,44.59,0.18576684437296426,NORMAL
2025-12-05 18:59:22,38.54,54.43,-0.05528472943131246,ANOMALY
2025-12-05 18:59:23,9.16,44.83,0.19970741916251128,NORMAL
2025-12-05 18:59:23,9.39,44.79,0.19801344505957652,NORMAL
2025-12-05 18:59:24,33.72,56.99,-0.05528472943131246,ANOMALY
2025-12-05 18:59:24,30.08,55.79,-0.05528472943131246,ANOMALY
2025-12-05 18:59:25,30.72,63.14,-0.05528472943131246,ANOMALY
2025-12-05 18:59:25,31.58,64.33,-0.05528472943131246,ANOMALY
2025-12-05 18:59:26,31.55,59.29,-0.05528472943131246,ANOMALY
2025-12-05 18:59:26,28.95,58.52,-0.05528472943131246,ANOMALY
2025-12-05 18:59:27,10.94,45.24,0.2147049511883417,NORMAL
2025-12-05 18:59:27,34.67,61.59,-0.05528472943131246,ANOMALY
2025-12-05 18:59:28,40.96,58.52,-0.05528472943131246,ANOMALY
2025-12-05 18:59:28,30.95,58.82,-0.05528472943131246,ANOMALY
2025-12-05 18:59:29,11.05,45.62,0.1559259583810878,NORMAL
2025-12-05 18:59:29,11.28,45.71,0.1426958758577377,NORMAL
2025-12-05 18:59:30,11.22,46.1,0.058294567141694564,WARNING
2025-12-05 18:59:30,11.72,46.05,0.06255212606620064,WARNING
2025-12-05 18:59:31,40.01,60.16,-0.05528472943131246,ANOMALY
2025-12-05 18:59:31,11.73,46.31,-0.0024096526916537186,ANOMALY
2025-12-05 18:59:32,28.25,59.45,-0.05528472943131246,ANOMALY
2025-12-05 18:59:32,40.97,61.56,-0.05528472943131246,ANOMALY
2025-12-05 18:59:33,28.96,64.39,-0.05528472943131246,ANOMALY
2025-12-05 18:59:33,33.54,60.58,-0.05528472943131246,ANOMALY
2025-12-05 18:59:34,12.06,46.56,-0.01662738141834985,ANOMALY
2025-12-05 18:59:34,28.05,64.66,-0.05528472943131246,ANOMALY
2025-12-05 18:59:35,11.29,46.62,-0.016701074641193414,ANOMALY
2025-12-05 18:59:35,11.33,46.59,-0.019388541423361882,ANOMALY
2025-12-05 18:59:36,11.33,46.9,-0.025538790762349883,ANOMALY
2025-12-05 18:59:36,11.59,46.68,-0.022713115333489187,ANOMALY
2025-12-05 18:59:37,11.09,46.96,-0.01854529277061867,ANOMALY
2025-12-05 18:59:37,11.18,46.84,-0.020708326235829633,ANOMALY
2025-12-05 18:59:38,10.53,47.13,-0.025062232304015053,ANOMALY
2025-12-05 18:59:38,32.98,63.89,-0.05528472943131246,ANOMALY
2025-12-05 18:59:39,31.26,57.83,-0.05528472943131246,ANOMALY
2025-12-05 18:59:39,10.81,46.89,-0.022843099531830058,ANOMALY
2025-12-05 18:59:40,40.45,58.98,-0.05528472943131246,ANOMALY
2025-12-05 18:59:40,31.99,62.02,-0.05528472943131246,ANOMALY
2025-12-05 18:59:41,9.43,46.98,-0.015773768410416444,ANOMALY
2025-12-05 18:59:41,36.15,61.8,-0.05528472943131246,ANOMALY
2025-12-05 18:59:42,9.23,47.03,-0.014025559132737064,ANOMALY
2025-12-05 18:59:42,36.51,62.91,-0.05528472943131246,ANOMALY
2025-12-05 18:59:43,32.02,65.0,-0.05528472943131246,ANOMALY
2025-12-05 18:59:43,30.37,56.89,-0.05528472943131246,ANOMALY
2025-12-05 18:59:44,9.2,46.75,-0.014859138585618603,ANOMALY
2025-12-05 18:59:44,28.42,59.74,-0.05528472943131246,ANOMALY
2025-12-05 18:59:45,8.85,46.95,-0.02196521349047642,ANOMALY
2025-12-05 18:59:45,34.91,60.84,-0.05528472943131246,ANOMALY
2025-12-05 18:59:46,31.18,62.74,-0.05528472943131246,ANOMALY
2025-12-05 18:59:46,8.13,46.74,-0.021253560032977292,ANOMALY
2025-12-05 18:59:47,36.02,66.46,-0.05528472943131246,ANOMALY
2025-12-05 18:59:47,8.16,46.5,-0.017564045687082364,ANOMALY
2025-12-05 18:59:48,8.12,46.66,-0.020793044241537828,ANOMALY
2025-12-05 18:59:48,23.3,60.52,-0.05528472943131246,ANOMALY
2025-12-05 18:59:49,7.64,46.17,-0.013090174309369762,ANOMALY
2025-12-05 18:59:49,7.94,46.29,-0.007200333716512186,ANOMALY
2025-12-05 18:59:50,8.19,46.36,0.005450936549114993,WARNING
2025-12-05 18:59:50,7.93,46.21,0.010493183524658778,WARNING
2025-12-05 18:59:51,7.86,45.97,0.044840085413580866,WARNING
2025-12-05 18:59:51,8.18,45.91,0.0899096685690377,WARNING
2025-12-05 18:59:52,8.42,45.66,0.14714502329091095,NORMAL
2025-12-05 18:59:52,34.69,62.84,-0.05528472943131246,ANOMALY
2025-12-05 18:59:53,28.4,60.81,-0.05528472943131246,ANOMALY
2025-12-05 18:59:53,34.53,56.54,-0.05528472943131246,ANOMALY
2025-12-05 18:59:54,9.34,45.38,0.17916052551399164,NORMAL
2025-12-05 18:59:54,25.41,59.48,-0.05528472943131246,ANOMALY
2025-12-05 18:59:55,9.29,45.11,0.1970095221164685,NORMAL
2025-12-05 18:59:55,9.6,45.07,0.20420764597849833,NORMAL
2025-12-05 18:59:56,33.32,61.08,-0.05528472943131246,ANOMALY
2025-12-05 18:59:56,32.32,62.79,-0.05528472943131246,ANOMALY
2025-12-05 18:59:57,10.68,44.99,0.21544748261660623,NORMAL
2025-12-05 18:59:57,10.65,44.85,0.20857598459736165,NORMAL
2025-12-05 18:59:58,11.17,44.49,0.18851044964856178,NORMAL
2025-12-05 18:59:58,10.79,44.5,0.19391865195180752,NORMAL
2025-12-05 18:59:59,32.78,59.43,-0.05528472943131246,ANOMALY
2025-12-05 18:59:59,29.57,64.29,-0.05528472943131246,ANOMALY
2025-12-05 19:00:00,34.62,62.37,-0.05528472943131246,ANOMALY
2025-12-05 19:00:00,33.34,56.26,-0.05528472943131246,ANOMALY
2025-12-05 19:00:01,40.59,55.27,-0.05528472943131246,ANOMALY
2025-12-05 19:00:01,12.1,44.09,0.07598061608716467,WARNING
2025-12-05 19:00:02,11.81,43.74,0.00422266216037781,WARNING
2025-12-05 19:08:30,37.6,59.9,-0.05528472943131246,ANOMALY
2025-12-05 19:08:31,9.89,44.94,0.1982664404310231,NORMAL
2025-12-05 19:08:31,10.84,45.27,0.20940790071381182,NORMAL
2025-12-05 19:08:32,10.76,45.19,0.2158182991124329,NORMAL
2025-12-05 19:08:32,11.04,45.22,0.21653148634394048,NORMAL
2025-12-05 19:08:33,36.75,61.6,-0.05528472943131246,ANOMALY
2025-12-05 19:08:33,10.69,45.46,0.17846577070184966,NORMAL
2025-12-05 19:08:34,11.27,45.66,0.15092236340963072,NORMAL
2025-12-05 19:08:34,11.63,45.74,0.12878985922067854,NORMAL
2025-12-05 19:08:35,11.63,45.71,0.13685261869035925,NORMAL
2025-12-05 19:08:35,11.57,45.81,0.11354312104337383,NORMAL
2025-12-05 19:08:36,27.07,61.15,-0.05528472943131246,ANOMALY
2025-12-05 19:08:36,39.63,66.01,-0.05528472943131246,ANOMALY
2025-12-05 19:08:37,36.41,60.37,-0.05528472943131246,ANOMALY
2025-12-05 19:08:37,33.27,58.22,-0.05528472943131246,ANOMALY
2025-12-05 19:08:38,12.14,46.41,-0.01939461734577741,ANOMALY
2025-12-05 19:08:38,31.52,61.45,-0.05528472943131246,ANOMALY
2025-12-05 19:08:39,26.91,61.69,-0.05528472943131246,ANOMALY
2025-12-05 19:08:39,12.44,46.42,-0.03402317769406871,ANOMALY
2025-12-05 19:08:40,36.89,60.43,-0.05528472943131246,ANOMALY
2025-12-05 19:08:40,11.92,46.7,-0.023894184461642154,ANOMALY
2025-12-05 19:08:41,11.57,46.54,-0.021329542627573472,ANOMALY
2025-12-05 19:08:41,36.96,61.8,-0.05528472943131246,ANOMALY
2025-12-05 19:08:42,36.44,58.87,-0.05528472943131246,ANOMALY
2025-12-05 19:08:42,11.1,46.99,-0.01854529277061867,ANOMALY
2025-12-05 19:08:43,35.52,59.76,-0.05528472943131246,ANOMALY
2025-12-05 19:08:43,10.84,46.97,-0.021824603349599347,ANOMALY
2025-12-05 19:08:44,10.41,46.85,-0.0223568206179664,ANOMALY
2025-12-05 19:08:44,10.6,46.82,-0.025989356429811705,ANOMALY
2025-12-05 19:08:45,38.24,59.82,-0.05528472943131246,ANOMALY
2025-12-05 19:08:45,26.2,65.97,-0.05528472943131246,ANOMALY
2025-12-05 19:08:46,9.86,46.95,-0.025581080238291642,ANOMALY
2025-12-05 19:08:46,28.92,66.95,-0.05528472943131246,ANOMALY
2025-12-05 19:08:47,9.88,47.16,-0.025581080238291642,ANOMALY
2025-12-05 19:08:47,9.64,47.17,-0.01803446728212288,ANOMALY
2025-12-05 19:08:48,27.5,66.98,-0.05528472943131246,ANOMALY
2025-12-05 19:08:48,9.17,46.79,-0.020554134456747142,ANOMALY
2025-12-05 19:08:49,30.54,59.0,-0.05528472943131246,ANOMALY
2025-12-05 19:08:49,8.56,47.09,-0.021490982796269376,ANOMALY
2025-12-05 19:08:50,26.68,61.79,-0.05528472943131246,ANOMALY
2025-12-05 19:08:50,38.44,62.68,-0.05528472943131246,ANOMALY
2025-12-05 19:08:51,30.19,59.81,-0.05528472943131246,ANOMALY
2025-12-05 19:08:51,25.79,64.91,-0.05528472943131246,ANOMALY
2025-12-05 19:08:52,25.65,66.76,-0.05528472943131246,ANOMALY
2025-12-05 19:08:52,7.62,46.8,-0.060988161456674406,ANOMALY
2025-12-05 19:08:53,26.92,57.62,-0.05528472943131246,ANOMALY
2025-12-05 19:08:53,26.79,65.3,-0.05528472943131246,ANOMALY
2025-12-05 19:08:54,26.95,56.4,-0.05528472943131246,ANOMALY
2025-12-05 19:08:55,7.8,46.19,7.303296865268649e-05,WARNING
2025-12-05 19:08:55,36.7,62.35,-0.05528472943131246,ANOMALY
2025-12-05 19:08:55,33.58,56.2,-0.05528472943131246,ANOMALY
2025-12-05 19:08:56,8.33,46.28,0.012341334268860527,WARNING
2025-12-05 19:08:57,8.55,46.0,0.06462102145537552,WARNING
2025-12-05 19:08:57,8.45,46.06,0.053499211704959526,WARNING
2025-12-05 19:08:58,33.16,59.79,-0.05528472943131246,ANOMALY
2025-12-05 19:08:58,28.25,63.68,-0.05528472943131246,ANOMALY
2025-12-05 19:08:59,9.15,45.58,0.15825389080177,NORMAL
2025-12-05 19:08:59,9.15,45.47,0.16446207332042284,NORMAL
2025-12-05 19:09:00,9.08,45.67,0.13241649656263366,NORMAL
2025-12-05 19:09:00,9.6,45.33,0.1869863184290994,NORMAL
2025-12-05 19:09:01,27.29,55.28,-0.05528472943131246,ANOMALY
2025-12-05 19:09:01,28.02,56.1,-0.05528472943131246,ANOMALY
2025-12-05 19:09:02,9.68,45.03,0.20641511030640464,NORMAL
2025-12-05 19:09:02,27.8,65.04,-0.05528472943131246,ANOMALY
2025-12-05 19:09:03,10.72,45.07,0.21512111881725948,NORMAL
2025-12-05 19:09:03,30.32,62.87,-0.05528472943131246,ANOMALY
2025-12-05 19:09:04,26.83,56.53,-0.05528472943131246,ANOMALY
2025-12-05 19:09:04,28.74,54.7,-0.05528472943131246,ANOMALY
2025-12-05 19:09:05,11.37,44.66,0.19965540689057265,NORMAL
2025-12-05 19:09:05,10.78,44.44,0.1818728926000912,NORMAL
2025-12-05 19:09:06,11.63,44.1,0.10534146933330191,NORMAL
2025-12-05 19:09:06,11.28,44.17,0.1329839210055772,NORMAL
2025-12-05 19:09:07,30.91,58.27,-0.05528472943131246,ANOMALY
2025-12-05 19:09:07,11.83,44.09,0.09448702946519116,WARNING
2025-12-05 19:09:08,35.73,57.01,-0.05528472943131246,ANOMALY
2025-12-05 19:09:08,11.89,43.98,0.053730627239902184,WARNING
2025-12-05 19:09:09,12.41,43.89,-0.016957556088634917,ANOMALY
2025-12-05 19:09:09,12.09,43.61,-0.026039050363474536,ANOMALY
2025-12-05 19:09:10,12.29,43.56,-0.0453300585079226,ANOMALY
2025-12-05 19:09:10,40.29,53.7,-0.05528472943131246,ANOMALY
2025-12-05 19:09:11,11.84,43.43,-0.021390808898349656,ANOMALY
2025-12-05 19:09:11,30.08,56.37,-0.05528472943131246,ANOMALY
2025-12-05 19:09:12,42.09,53.51,-0.05528472943131246,ANOMALY
2025-12-05 19:09:12,12.27,43.2,-0.04931293500469647,ANOMALY
2025-12-05 19:09:13,27.94,63.29,-0.05528472943131246,ANOMALY
2025-12-05 19:09:13,11.69,43.3,-0.025246227999627724,ANOMALY
2025-12-05 19:09:14,10.97,43.05,-0.015531080502127148,ANOMALY
2025-12-05 19:09:14,11.62,43.24,-0.021099350091044244,ANOMALY
2025-12-05 19:09:15,34.95,63.01,-0.05528472943131246,ANOMALY
2025-12-05 19:09:15,37.47,62.2,-0.05528472943131246,ANOMALY
2025-12-05 19:09:16,11.25,43.07,-0.016912079598117802,ANOMALY
2025-12-05 19:09:16,10.18,42.99,-0.01374765614669382,ANOMALY
2025-12-05 19:09:17,39.79,62.94,-0.05528472943131246,ANOMALY
2025-12-05 19:09:17,10.12,43.13,-0.016527420947729632,ANOMALY
2025-12-05 19:09:18,36.01,61.98,-0.05528472943131246,ANOMALY
2025-12-05 19:09:18,34.15,62.93,-0.05528472943131246,ANOMALY
2025-12-05 19:09:19,9.72,43.21,-0.004084605896407134,ANOMALY
2025-12-05 19:09:19,32.61,63.2,-0.05528472943131246,ANOMALY
2025-12-05 19:09:20,38.69,54.89,-0.05528472943131246,ANOMALY
2025-12-05 19:09:20,9.36,43.04,-0.0013973169804226693,ANOMALY
2025-12-05 19:09:21,8.9,43.13,-0.01330857641333505,ANOMALY
2025-12-05 19:09:21,8.36,43.14,-0.01430108905035421,ANOMALY
2025-12-05 19:09:22,36.47,53.11,-0.05528472943131246,ANOMALY
2025-12-05 19:09:22,7.99,43.38,-0.017326465456544815,ANOMALY
2025-12-05 19:09:23,25.91,62.07,-0.05528472943131246,ANOMALY
2025-12-05 19:09:23,8.05,43.24,-0.020526956892345516,ANOMALY
2025-12-05 19:09:24,33.42,56.29,-0.05528472943131246,ANOMALY
2025-12-05 19:09:24,8.38,43.44,-0.010295403049202179,ANOMALY
2025-12-05 19:09:25,7.67,43.42,-0.05775735884083999,ANOMALY
2025-12-05 19:09:25,7.56,43.37,-0.06409499410298136,ANOMALY
2025-12-05 19:09:26,7.65,43.44,-0.06018831624910681,ANOMALY
2025-12-05 19:09:26,8.02,43.65,-0.014209398091720837,ANOMALY
2025-12-05 19:09:27,8.0,43.85,0.0238723373144748,WARNING
2025-12-05 19:09:27,8.02,43.91,0.03540879909306993,WARNING
2025-12-05 19:09:28,8.3,43.91,0.06014242439660278,WARNING
2025-12-05 19:09:28,8.51,44.02,0.08579367880463451,WARNING
2025-12-05 19:09:29,8.82,44.2,0.12061084578000769,NORMAL
2025-12-05 19:09:29,8.71,44.07,0.09152932434695382,WARNING
2025-12-05 19:09:30,8.96,44.45,0.17497750898128644,NORMAL
